DK_NAME[시설명],DK_BRIEF_NAME[시설약칭],EVENT_GUBUN[이벤트 분류],EVENT_NAME[이벤트 명],RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON
우리금융아트홀,제3체육관,대중공연,"2019 ‘만9,900원의 행복’ 유리상자 콘서트 - 서울",2019-04-20,2019-04-20,1,1100,1005
올림픽홀,올림픽홀,대중공연,정영진_최욱의 매불쇼,2019-04-21,2019-04-21,1,3000,2674
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 K-pop 더팩트 어워즈,2019-04-22,2019-04-24,3,8000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 k-pop 더팩트 어워즈,2019-04-22,2019-04-24,3,8000,
우리금융아트홀,제3체육관,대중공연,뮤지컬 메카드 시리즈,2019-04-22,2019-05-19,28,20500,17805
KSPO DOME(체조경기장),제1체육관,문화예술행사,"제시제이, 트로이 시반 내한공연",2019-04-24,2019-04-28,5,20000,20657
KSPO DOME(체조경기장),제1체육관,문화예술행사,V CON 2019,2019-04-24,2019-04-29,6,10600,
핸드볼경기장,핸드볼경기장,체육행사,2019 서울 SK텔레콤국제그랑프리대회,2019-04-24,2019-04-29,6,1200,1600
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019 서울 SK텔레콤국제그랑프리대회,2019-04-24,2019-04-29,6,1200,0
핸드볼경기장,핸드볼경기장,체육행사,2019 서울 SK텔레콤 국제그랑프리대회,2019-04-24,2019-04-29,6,,
핸드볼경기장,핸드볼경기장,체육행사,2019 서울SK텔레콤국제그랑프리대회,2019-04-24,2019-04-29,6,450,
올림픽홀,올림픽홀,대중공연,크라프트베르크 내한공연,2019-04-25,2019-04-26,2,2600,1530
KSPO DOME(체조경기장),제1체육관,문화예술행사,Jessie J Live In Seoul,2019-04-25,2019-04-27,3,8000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,Troye Sivan 첫 단독 내한 공연,2019-04-25,2019-04-27,3,7500,
올림픽홀,올림픽홀,문화예술행사,V CON 2019,2019-04-26,2019-04-28,3,2200,
올림픽홀,올림픽홀,대중공연,2019 이준기 아시아투어 [DELIGHT] ENCORE FAN-CONCERT (가제),2019-04-27,2019-04-29,3,2000,1285
올림픽홀,올림픽홀,대중공연,2019 사라브라이트만 내한공연,2019-04-29,2019-04-30,2,2700,
핸드볼경기장,핸드볼경기장,문화예술행사,타임닥 기부 콘서트,2019-04-30,2019-05-02,3,3500,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018~2019 임창정 콘서트 “IMCHANGJUNG”,2019-04-30,2019-05-05,6,20000,
올림픽홀,올림픽홀,문화예술행사,캐리TV 러브콘서트2019,2019-05-01,2019-05-06,6,1000,12049
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 5월 핸드볼팀 훈련,2019-05-01,2019-05-31,31,750,240
KSPO DOME(체조경기장),제1체육관,문화예술행사,Jessie J Live In Seoul,2019-05-02,2019-05-04,3,10000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 미스트롯 효 콘서트,2019-05-02,2019-05-06,5,15000,16930
핸드볼경기장,핸드볼경기장,공공행사,제29회 송파구청장기 배드민턴대회,2019-05-04,2019-05-04,1,2000,1400
핸드볼보조경기장,핸드볼보조경기장,공공행사,제29회 송파구청장기 배드민턴대회,2019-05-04,2019-05-04,1,2000,
K-아트홀,K-아트홀,대중공연,김희철 토크콘서트,2019-05-04,2019-05-05,2,600,871
핸드볼경기장,핸드볼경기장,체육행사,제8회 일요신문배전국 어린이 바둑대회,2019-05-05,2019-05-05,1,700,1500
핸드볼경기장,핸드볼경기장,체육행사,제38회 서울특별시장기대회 겸 제100회 전국체육대회 서울특별시 대표 최종 선발전,2019-05-07,2019-05-09,3,0,
88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2019,2019-05-07,2019-05-12,6,7000,
88잔디마당,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2019,2019-05-07,2019-05-13,7,7000,19565
KSPO DOME(체조경기장),제1체육관,문화예술행사,뷰티풀 민트 라이프 2019,2019-05-07,2019-05-13,7,7000,19565
한얼광장,한얼광장,문화예술행사,뷰티풀 민트 라이프 2019,2019-05-08,2019-05-13,6,7000,
핸드볼경기장,핸드볼경기장,체육행사,NIKE SU19 PSKO,2019-05-09,2019-05-09,1,120,
올림픽홀,올림픽홀,대중공연,2019 신유 콘서트 “LOVE”,2019-05-10,2019-05-11,2,2800,1467
핸드볼경기장,핸드볼경기장,체육행사,제11회 KPDC 전국 댄스스포츠 선수권대회,2019-05-11,2019-05-12,2,1000,600
올림픽홀,올림픽홀,대중공연,어나더레벨 콘서트,2019-05-12,2019-05-12,1,3850,1543
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 GOT7 단독 콘서트 (가제),2019-05-13,2019-05-19,7,11000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 나훈아 청춘 AGAIN 콘서트,2019-05-13,2019-05-20,8,8000,22353
올림픽홀,올림픽홀,대중공연,현대백화점 슈퍼스테이지(내한공연),2019-05-14,2019-05-17,4,3100,4749
핸드볼경기장,핸드볼경기장,문화예술행사,2019 여자친구 콘서트,2019-05-15,2019-05-20,6,8400,5860
K-아트홀,K-아트홀,대중공연,ifbb pro regional 내추럴프로 대회,2019-05-18,2019-05-19,2,250,
올림픽홀,올림픽홀,대중공연,노엘 갤러거 내한공연,2019-05-18,2019-05-20,3,8600,6850
88잔디마당,88잔디마당,문화예술행사,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,2019-05-19,2019-05-27,9,23000,26747
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 TWICE 단독 콘서트 (가제),2019-05-20,2019-05-27,8,11000,17600
올림픽홀,올림픽홀,대중공연,현대백화점 슈퍼스테이지,2019-05-21,2019-05-22,2,4000,
올림픽홀,올림픽홀,대중공연,2019 브랜뉴뮤직 AB6XI 쇼케이스,2019-05-21,2019-05-22,2,3000,2360
핸드볼경기장,핸드볼경기장,문화예술행사,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,2019-05-21,2019-05-27,7,23000,26747
88호수수변무대,88호수,문화예술행사,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,2019-05-21,2019-05-27,7,23000,
기타,기타,문화예술행사,제13회 서울재즈 페스티벌,2019-05-21,2019-05-27,7,,
우리금융아트홀,제3체육관,대중공연,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,2019-05-23,2019-05-26,4,1200,16000
올림픽홀,올림픽홀,대중공연,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,2019-05-23,2019-05-27,5,5000,13373
KSPO DOME(체조경기장),제1체육관,문화예술행사,올댓 스케이트 2019 (All That Skate 2019),2019-05-27,2019-06-09,14,30000,24862
올림픽홀,올림픽홀,대중공연,Tom Misch Live In Seoul,2019-05-30,2019-05-31,2,3432,2861
핸드볼경기장,핸드볼경기장,문화예술행사,지니뮤직페스티벌 2019,2019-05-30,2019-06-02,4,5000,4826
88잔디마당,88잔디마당,문화예술행사,젠틀브레스위드뮤직2018(가칭),2019-05-31,2019-06-01,2,7000,
우리금융아트홀,제3체육관,대중공연,"2019＇만9,900원의 행복＇이현우콘서트 - 서울",2019-06-01,2019-06-01,1,1100,900
뮤즈라이브,뮤즈라이브,문화예술행사,블랙홀 정기공연,2019-06-01,2019-06-01,1,200,135
올림픽홀,올림픽홀,대중공연,장우혁 팬미팅,2019-06-01,2019-06-02,2,2000,1317
핸드볼경기장,핸드볼경기장,체육행사,제39회 서울시태권도협회장기 겸 태권도 경연대회,2019-06-01,2019-06-05,5,0,1250
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 6월 핸드볼팀 훈련,2019-06-01,2019-06-30,30,800,240
핸드볼경기장,핸드볼경기장,공공행사,인공지능 그랜드 챌린지,2019-06-02,2019-06-06,5,1500,
핸드볼경기장,핸드볼경기장,공공행사,인공지능 그랜드 챌린지,2019-06-04,2019-06-06,3,0,
올림픽홀,올림픽홀,문화예술행사,제 14회 2019 아시아모델페스티벌,2019-06-04,2019-06-10,7,10000,3250
핸드볼경기장,핸드볼경기장,체육행사,교회 체육대회,2019-06-06,2019-06-06,1,500,
핸드볼경기장,핸드볼경기장,체육행사,치어업! 코리아 오픈2019 치어리딩대회,2019-06-07,2019-06-08,2,1000,1000
핸드볼경기장,핸드볼경기장,문화예술행사,2019 파크 뮤직 페스티벌,2019-06-10,2019-06-17,8,22000,22472
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 GOT7 단독콘서트 (가제),2019-06-10,2019-06-17,8,22000,14619
88잔디마당,88잔디마당,문화예술행사,2019 파크 뮤직 페스티벌,2019-06-10,2019-06-18,9,22000,22472
올림픽홀,올림픽홀,대중공연,2019 거미 상반기 서울 콘서트,2019-06-12,2019-06-16,5,4864,3719
88호수수변무대,88호수,문화예술행사,2019 파크 뮤직 페스티벌,2019-06-13,2019-06-16,4,30000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 방탄소년단 팬미팅(가제),2019-06-17,2019-06-24,8,28000,27427
뮤즈라이브,뮤즈라이브,문화예술행사,슈퍼주니어 예성 음원 쇼케이스,2019-06-18,2019-06-18,1,237,
88잔디마당,88잔디마당,문화예술행사,2019 방탄소년단 팬미팅(가제),2019-06-18,2019-06-24,7,16000,17479
만남의광장,만남의광장,문화예술행사,2019 방탄소년단 팬미팅(가제),2019-06-19,2019-06-23,5,16000,
88호수수변무대,88호수,문화예술행사,2019 방탄소년단 팬미팅(가제),2019-06-20,2019-06-23,4,16000,
올림픽홀,올림픽홀,대중공연,2019 정승환 콘서트,2019-06-20,2019-06-23,4,2500,4334
뮤즈라이브,뮤즈라이브,문화예술행사,정민 1st concet (가제),2019-06-21,2019-06-22,2,237,440
핸드볼경기장,핸드볼경기장,공공행사,제31회 강동구청장기 배드민턴대회,2019-06-23,2019-06-23,1,2000,1200
핸드볼보조경기장,핸드볼보조경기장,공공행사,강동구청장기 배드민턴대회,2019-06-23,2019-06-23,1,2000,0
핸드볼경기장,핸드볼경기장,체육행사,2019 아시아 오세아니아 보치아선수권대회 코트적응훈련(보치아 국가대표),2019-06-24,2019-06-28,5,150,150
우리금융아트홀 연습실,,문화예술행사,뮤지컬 <점박이 한반도의 공룡: 새로운 낙원>,2019-06-24,2019-07-09,16,0,100
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 박효신 20주년 콘서트,2019-06-24,2019-07-14,21,115000,101251
올림픽홀,올림픽홀,문화예술행사,THE STATION 콘서트,2019-06-26,2019-07-01,6,5200,5292
핸드볼경기장,핸드볼경기장,문화예술행사,팬시차일드단독콘서트,2019-06-27,2019-06-28,2,5000,
핸드볼경기장,핸드볼경기장,체육행사,BISFed 2019 서울 아시아-오세아니아 지역선수권대회,2019-06-27,2019-07-10,12,800,1831
우리금융아트홀,제3체육관,대중공연,"2018-19 ‘만9,900원의 행복’ 서영은 <시즌3> 콘서트 - 서울",2019-06-28,2019-06-29,2,1100,1268
핸드볼경기장,핸드볼경기장,체육행사,제19회 한화생명배세계 어린이 국수전 서울예선,2019-06-30,2019-06-30,1,1000,1300
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 7월 핸드볼팀 훈련,2019-07-01,2019-07-31,31,800,345
올림픽홀,올림픽홀,문화예술행사,2019 박재범 콘서트,2019-07-03,2019-07-08,6,3500,5615
K-아트홀,K-아트홀,문화예술행사,상주단체 공명 스페이스 뱀부 공연,2019-07-05,2019-07-06,3,,420
K-아트홀,K-아트홀,문화예술행사,그을린 사랑,2019-07-08,2019-08-10,34,,3353
우리금융아트홀,제3체육관,문화예술행사,뮤지컬 <점박이 한반도의 공룡: 새로운 낙원>,2019-07-08,2019-08-26,50,37000,24585
올림픽홀,올림픽홀,문화예술행사,빅스 레오(LEO) 두번째 솔로 콘서트,2019-07-10,2019-07-14,5,2500,
올림픽홀,올림픽홀,문화예술행사,2019 어반자카파 데뷔 10주년 콘서트,2019-07-11,2019-07-15,5,5400,4297
핸드볼경기장,핸드볼경기장,체육행사,제32회 한국사회인검도대회,2019-07-12,2019-07-14,3,2000,2000
올림픽홀,올림픽홀,문화예술행사,2019 양다일&포레스텔라 공연계획서,2019-07-12,2019-07-15,4,5300,
우리금융아트홀,제3체육관,문화예술행사,가족뮤지컬 <신비아파트 시즌3>,2019-07-12,2019-08-25,45,72000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,EXO 5번째 콘서트,2019-07-15,2019-07-29,15,75000,88892
만남의광장,만남의광장,문화예술행사,EXO 5번째 콘서트,2019-07-15,2019-07-29,15,75000,
핸드볼경기장,핸드볼경기장,공공행사,남북 평화기원 Dream 콘서트,2019-07-16,2019-07-19,4,3500,
올림픽홀,올림픽홀,문화예술행사,제22회 대한민국 고엽제의 날(Orange Day) 기념행사,2019-07-17,2019-07-18,2,3200,
만남의광장,만남의광장,문화예술행사,EXO 5번째 콘서트,2019-07-18,2019-07-28,8,,
올림픽홀,올림픽홀,대중공연,양다일 단독 콘서트 & 포레스텔라 전국투어 서울 공연,2019-07-19,2019-07-22,4,5300,4136
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019 핸드볼학교 행사,2019-07-20,2019-07-20,1,500,
뮤즈라이브,뮤즈라이브,문화예술행사,블랙홀  정기공연,2019-07-20,2019-07-20,1,200,
핸드볼경기장,핸드볼경기장,체육행사,2019 핸드볼학교 행사,2019-07-20,2019-07-20,1,,70
뮤즈라이브,뮤즈라이브,문화예술행사,오하영 팬미팅,2019-07-20,2019-07-20,1,210,224
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 제이슨 므라즈 내한공연,2019-07-22,2019-07-24,3,13169,
핸드볼경기장,핸드볼경기장,문화예술행사,CIX 데뷔 쇼케이스,2019-07-22,2019-07-25,4,3000,2823
KSPO DOME(체조경기장),제1체육관,문화예술행사,SIA 1st LIVE TOUR in ASIA,2019-07-22,2019-07-25,4,12000,
뮤즈라이브,뮤즈라이브,문화예술행사,The cabaret,2019-07-25,2019-07-25,1,237,180
KSPO DOME(체조경기장),제1체육관,문화예술행사,KB국민은행 Liiv 콘서트,2019-07-25,2019-07-28,4,10000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 CLIMIX FESTIVAL,2019-07-25,2019-07-29,5,9859,
올림픽홀,올림픽홀,대중공연,레드벨벳 팬미팅,2019-07-26,2019-07-27,2,2600,2337
핸드볼경기장,핸드볼경기장,체육행사,문화체육관광부장관배 전국학생바둑대회,2019-07-27,2019-07-28,2,1000,1600
올림픽홀,올림픽홀,문화예술행사,2019 러블리즈 콘서트,2019-07-30,2019-08-05,7,7500,5428
핸드볼경기장,핸드볼경기장,문화예술행사,딩고 프리스타일 페스티벌,2019-07-31,2019-08-04,5,6400,
KSPO DOME(체조경기장),제1체육관,문화예술행사,디즈니 온 아이스 : 겨울왕국 라이브 콘서트,2019-07-31,2019-08-11,12,109500,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 8월 핸드볼팀 훈련,2019-08-01,2019-08-31,30,815,80
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 PUBG Nations Cup Seoul,2019-08-03,2019-08-11,9,12000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 PUBG Nations Cup Seoul,2019-08-03,2019-08-11,9,12300,
핸드볼경기장,핸드볼경기장,문화예술행사,2019 지코 단독콘서트,2019-08-06,2019-08-12,7,9000,7591
올림픽홀,올림픽홀,대중공연,LANY 내한공연,2019-08-07,2019-08-08,2,3500,3230
올림픽홀,올림픽홀,문화예술행사,2019 SF9 LIVE FANTASY #2 (가제),2019-08-09,2019-08-11,3,2700,2400
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 K-WORLD FESTA,2019-08-12,2019-08-25,14,68000,42512
올림픽홀,올림픽홀,문화예술행사,2019 K-WORLD FESTA,2019-08-12,2019-08-25,14,24000,8069
핸드볼경기장,핸드볼경기장,문화예술행사,2019 K-WORLD FESTA,2019-08-12,2019-08-25,14,21000,4789
우리금융아트홀 연습실,,문화예술행사,2019 육군 창작 뮤지컬 '육군의 약속' (가제),2019-08-12,2019-09-30,50,1100,
K-아트홀,K-아트홀,순수예술공연,정미정 아쟁 콘서트 - 달의 노래,2019-08-14,2019-08-14,1,350,103
K-아트홀,K-아트홀,대중공연,2019 B1A4 ♥ BANA [HAPPY GONG CHAN DAY],2019-08-16,2019-08-17,2,700,810
핸드볼경기장,핸드볼경기장,체육행사,2019 World open 국제대회 및 제16회 회장배 전국 댄스스포츠 선수권대회,2019-08-17,2019-08-18,2,500,500
KSPO DOME(체조경기장),제1체육관,문화예술행사,NCT127 1st 콘서트 앵콜 공연,2019-08-26,2019-09-01,7,24000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 세븐틴 콘서트,2019-08-26,2019-09-02,8,36000,33993
핸드볼경기장,핸드볼경기장,체육행사,2019년 전국체육대회,2019-08-26,2019-10-10,22,11000,11000
우리금융아트홀 연습실,,문화예술행사,19년 육군 창작뮤지컬 공연 연습,2019-08-26,2019-10-17,53,0,
올림픽홀,올림픽홀,대중공연,잔나비 단독 콘서트,2019-08-29,2019-09-02,5,4500,5788
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 전국체육대회,2019-08-29,2019-10-10,13,1300,1300
평화의광장,평화의광장,공공행사,2019 서울 스포츠 재능나눔 페스티벌,2019-08-30,2019-08-31,2,1500,1500
올림픽홀,올림픽홀,대중공연,이사배 쇼,2019-08-30,2019-09-01,3,2500,
뮤즈라이브,뮤즈라이브,문화예술행사,케빈오 팬미팅,2019-09-01,2019-09-01,1,198,194
뮤즈라이브,뮤즈라이브,문화예술행사,케빈오 팬미팅,2019-09-01,2019-09-01,1,198,
88잔디마당,88잔디마당,문화예술행사,디지털미디어컨텐츠와 함께하는 서울세계맥주페스티벌,2019-09-02,2019-09-08,7,76000,
우리금융아트홀,제3체육관,대중공연,뮤지컬 싯타르타(The Life Of siddhartha),2019-09-02,2019-09-29,28,30000,10058
평화의광장,평화의광장,공공행사,송파 북 페스티벌 & 혁신 교육 박람회,2019-09-03,2019-09-07,5,3000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 핸드볼팀 훈련,2019-09-03,2019-09-30,18,210,210
KSPO DOME(체조경기장),제1체육관,문화예술행사,체인스모커스 내한공연,2019-09-04,2019-09-06,3,16000,8586
올림픽홀,올림픽홀,문화예술행사,THE 1975 콘서트,2019-09-04,2019-09-06,3,5059,4218
평화의광장,평화의광장,공공행사,제1회 송파쌤(SSEM) 교육한마당,2019-09-04,2019-09-08,5,20000,
